ENST00000362091	CCDS7072.1
ENST00000310236	CCDS3267.1
ENST00000310242	CCDS14573.1
ENST00000310252	CCDS2585.1
ENST00000310256	CCDS1589.1
ENST00000310260	CCDS883.1
ENST00000310262	CCDS11414.1
ENST00000310271	CCDS2847.1
ENST00000310298	CCDS10336.1
ENST00000310301	CCDS5457.1
ENST00000310317	CCDS5917.1
ENST00000310325	CCDS8144.1
ENST00000310326	CCDS5546.1
ENST00000310331	CCDS4226.1
ENST00000310340	CCDS3336.1
ENST00000310346	CCDS9173.1
ENST00000310351	CCDS3025.1
ENST00000310354	CCDS5304.1
ENST00000310357	CCDS5112.1
ENST00000310366	CCDS3016.1
ENST00000310389	CCDS4400.1
ENST00000310392	CCDS1284.1
ENST00000310398	CCDS5365.1
ENST00000310417	CCDS2704.1
ENST00000310418	CCDS4403.1
ENST00000310421	CCDS6192.1
ENST00000310430	CCDS5974.1
ENST00000310442	CCDS8143.1
ENST00000310447	CCDS5879.1
ENST00000310450	CCDS13142.1
ENST00000310452	CCDS14523.1
ENST00000310454	CCDS2202.1
ENST00000310455	CCDS5973.1
ENST00000310463	CCDS2155.1
ENST00000310473	CCDS8228.1
ENST00000310483	CCDS1055.1
ENST00000310512	CCDS5693.1
ENST00000310513	CCDS7938.1
ENST00000310521	CCDS9399.1
ENST00000310523	CCDS9994.1
ENST00000310532	CCDS6952.1
ENST00000310534	CCDS9508.1
ENST00000310544	CCDS11547.1
ENST00000310546	CCDS3115.1
ENST00000310571	CCDS8226.1
ENST00000310574	CCDS1740.1
ENST00000310575	CCDS226.1
ENST00000310585	CCDS3262.1
ENST00000310588	CCDS8420.1
ENST00000310594	CCDS8510.1
ENST00000310597	CCDS8094.1
ENST00000310611	CCDS800.1
ENST00000310613	CCDS3530.1
ENST00000310615	CCDS7379.1
ENST00000310617	CCDS3335.1
ENST00000310624	CCDS13858.1
ENST00000310638	CCDS543.1
ENST00000310645	CCDS13729.1
ENST00000310650	CCDS4349.1
ENST00000310653	CCDS8223.1
ENST00000310660	CCDS13955.1
ENST00000310673	CCDS10230.1
ENST00000310677	CCDS9627.1
ENST00000310682	CCDS10798.1
ENST00000310696	CCDS11407.1
ENST00000310706	CCDS11407.1
ENST00000310715	CCDS7324.1
ENST00000310754	CCDS3707.1
ENST00000310758	CCDS5449.1
ENST00000310775	CCDS10349.1
ENST00000310776	CCDS3107.1
ENST00000310777	CCDS1129.1
ENST00000310778	CCDS11405.1
ENST00000310779	CCDS7249.1
ENST00000310786	CCDS5073.1
ENST00000310787	CCDS9496.1
ENST00000310795	CCDS4817.1
ENST00000310799	CCDS8478.1
ENST00000310802	CCDS5203.1
ENST00000310806	CCDS9684.1
ENST00000310808	CCDS1001.1
ENST00000310816	CCDS3613.1
ENST00000310823	CCDS1665.1
ENST00000310824	CCDS8756.1
ENST00000310826	CCDS13678.1
ENST00000310836	CCDS3705.1
ENST00000310837	CCDS11403.1
ENST00000310850	CCDS9643.1
ENST00000310865	CCDS2022.1
ENST00000310903	CCDS9127.1
ENST00000310914	CCDS2836.1
ENST00000310916	CCDS153.1
ENST00000310917	CCDS3382.1
ENST00000310924	CCDS11766.1
ENST00000310926	CCDS3084.1
ENST00000310931	CCDS2547.1
ENST00000310955	CCDS484.1
ENST00000310965	CCDS8222.1
ENST00000310981	CCDS2149.1
ENST00000310982	CCDS833.1
ENST00000310991	CCDS35.1
ENST00000310992	CCDS5825.1
ENST00000310995	CCDS9102.1
ENST00000310999	CCDS8140.1
ENST00000311008	CCDS10646.1
ENST00000311014	CCDS11697.1
ENST00000311027	CCDS7930.1
ENST00000311028	CCDS6292.1
ENST00000311032	CCDS11580.1
ENST00000311034	CCDS8138.1
ENST00000311036	CCDS1124.1
ENST00000311042	CCDS2687.1
ENST00000311044	CCDS12977.1
ENST00000311052	CCDS10537.1
ENST00000311066	CCDS151.1
ENST00000311070	CCDS8137.1
ENST00000311071	CCDS11789.1
ENST00000311083	CCDS9015.1
ENST00000311085	CCDS4125.1
ENST00000311086	CCDS4389.1
ENST00000311103	CCDS11394.1
ENST00000311106	CCDS4081.1
ENST00000311111	CCDS11696.1
ENST00000311124	CCDS13725.1
ENST00000311126	CCDS3103.1
ENST00000311129	CCDS8348.1
ENST00000311131	CCDS8219.1
ENST00000311141	CCDS9985.1
ENST00000311150	CCDS302.1
ENST00000311151	CCDS6051.1
ENST00000311172	CCDS8218.1
ENST00000311175	CCDS7699.1
ENST00000311177	CCDS11534.1
ENST00000311181	CCDS8136.1
ENST00000311189	CCDS7698.1
ENST00000311190	CCDS7835.1
ENST00000311212	CCDS6291.1
ENST00000311223	CCDS1344.1
ENST00000311227	CCDS12761.1
ENST00000311234	CCDS9428.1
ENST00000311252	CCDS7159.1
ENST00000311268	CCDS8563.1
ENST00000311269	CCDS11635.1
ENST00000311278	CCDS12552.1
ENST00000311292	CCDS6361.1
ENST00000311300	CCDS3226.1
ENST00000311303	CCDS10730.1
ENST00000311308	CCDS12550.1
ENST00000311322	CCDS6012.1
ENST00000311328	CCDS2107.1
ENST00000311330	CCDS8134.1
ENST00000311331	CCDS11180.1
ENST00000311337	CCDS4272.1
ENST00000311342	CCDS4981.1
ENST00000311350	CCDS5446.1
ENST00000311351	CCDS6103.1
ENST00000311361	CCDS5029.1
ENST00000311364	CCDS4075.1
ENST00000311371	CCDS4340.1
ENST00000311377	CCDS10630.1
ENST00000311378	CCDS11575.1
ENST00000311381	CCDS5058.1
ENST00000311384	CCDS8132.1
ENST00000311403	CCDS11107.1
ENST00000311405	CCDS4980.1
ENST00000311412	CCDS3602.1
ENST00000311413	CCDS8419.1
ENST00000311417	CCDS3224.1
ENST00000311437	CCDS12272.1
ENST00000311445	CCDS8131.1
ENST00000311463	CCDS8003.1
ENST00000311470	CCDS5874.1
ENST00000311479	CCDS14012.1
ENST00000311485	CCDS7903.1
ENST00000311487	CCDS4789.1
ENST00000311507	CCDS3601.1
ENST00000311512	CCDS1342.1
ENST00000311521	CCDS2126.1
ENST00000311528	CCDS10979.1
ENST00000311540	CCDS6010.1
ENST00000311541	CCDS9379.1
ENST00000311550	CCDS10019.1
ENST00000311564	CCDS7737.1
ENST00000311565	CCDS4803.1
ENST00000311571	CCDS11573.1
ENST00000311573	CCDS1119.1
ENST00000311575	CCDS7418.1
ENST00000311585	CCDS13479.1
ENST00000311597	CCDS14083.1
ENST00000311600	CCDS7233.1
ENST00000311623	CCDS3569.1
ENST00000311626	CCDS11528.1
ENST00000311634	CCDS476.1
ENST00000311638	CCDS3568.1
ENST00000311659	CCDS7758.1
ENST00000311661	CCDS11761.1
ENST00000311678	CCDS6713.1
ENST00000311694	CCDS9161.1
ENST00000311725	CCDS7133.1
ENST00000311727	CCDS3566.1
ENST00000311734	CCDS2058.1
ENST00000311741	CCDS4235.1
ENST00000311745	CCDS10531.1
ENST00000311749	CCDS7134.1
ENST00000311754	CCDS4649.1
ENST00000311762	CCDS6311.1
ENST00000311764	CCDS7923.1
ENST00000311765	CCDS10822.1
ENST00000311772	CCDS311.1
ENST00000311798	CCDS14288.1
ENST00000311806	CCDS2675.1
ENST00000311812	CCDS6288.1
ENST00000311813	CCDS5431.1
ENST00000311815	CCDS738.1
ENST00000311831	CCDS739.1
ENST00000311832	CCDS1869.1
ENST00000311841	CCDS588.1
ENST00000311850	CCDS7956.1
ENST00000311852	CCDS9577.1
ENST00000311856	CCDS2676.1
ENST00000311862	CCDS7955.1
ENST00000311864	CCDS9778.1
ENST00000311880	CCDS11299.1
ENST00000311892	CCDS9576.1
ENST00000311912	CCDS14153.1
ENST00000311916	CCDS7506.1
ENST00000311922	CCDS6357.1
ENST00000311923	CCDS6164.1
ENST00000311925	CCDS6570.1
ENST00000311936	CCDS8702.1
ENST00000311943	CCDS9639.1
ENST00000311955	CCDS6305.1
ENST00000311956	CCDS7922.1
ENST00000311966	CCDS8921.1
ENST00000311967	CCDS5813.1
ENST00000311978	CCDS14780.1
ENST00000311981	CCDS2560.1
ENST00000311990	CCDS386.1
ENST00000312006	CCDS8128.1
ENST00000312017	CCDS5677.1
ENST00000312026	CCDS12965.1
ENST00000312037	CCDS4307.1
ENST00000312046	CCDS6304.1
ENST00000312049	CCDS8083.1
ENST00000312051	CCDS12420.1
ENST00000312053	CCDS12175.1
ENST00000312055	CCDS7924.1
ENST00000312087	CCDS3356.1
ENST00000312106	CCDS8127.1
ENST00000312108	CCDS14099.1
ENST00000312134	CCDS8126.1
ENST00000312137	CCDS8701.1
ENST00000312150	CCDS11373.1
ENST00000312156	CCDS8876.1
ENST00000312165	CCDS7693.1
ENST00000312175	CCDS8125.1
ENST00000312184	CCDS6215.1
ENST00000312196	CCDS14147.1
ENST00000312206	CCDS14439.1
ENST00000312209	CCDS433.1
ENST00000312210	CCDS976.1
ENST00000312213	CCDS1455.1
ENST00000312221	CCDS7740.1
ENST00000312233	CCDS582.1
ENST00000312234	CCDS8124.1
ENST00000312251	CCDS10527.1
ENST00000312265	CCDS12514.1
ENST00000312278	CCDS3634.1
ENST00000312279	CCDS8211.1
ENST00000312280	CCDS11168.1
ENST00000312292	CCDS6572.1
ENST00000312293	CCDS8211.1
ENST00000312295	CCDS3287.1
ENST00000312301	CCDS139.1
ENST00000312306	CCDS13939.1
ENST00000312313	CCDS696.1
ENST00000312319	CCDS7892.1
ENST00000312349	CCDS4337.1
ENST00000312350	CCDS9882.1
ENST00000312377	CCDS8795.1
ENST00000312379	CCDS1189.1
ENST00000312390	CCDS8162.1
ENST00000312403	CCDS8001.1
ENST00000312410	CCDS14381.1
ENST00000312411	CCDS13063.1
ENST00000312419	CCDS8158.1
ENST00000312423	CCDS12259.1
ENST00000312442	CCDS9009.1
ENST00000312457	CCDS8165.1
ENST00000312469	CCDS4184.1
ENST00000312475	CCDS10341.1
ENST00000312485	CCDS5274.1
ENST00000312492	CCDS8872.1
ENST00000312499	CCDS10548.1
ENST00000312505	CCDS7433.1
ENST00000312511	CCDS10547.1
ENST00000312513	CCDS11326.1
ENST00000312515	CCDS8123.1
ENST00000312524	CCDS11138.1
ENST00000312526	CCDS81.1
ENST00000312527	CCDS8500.1
ENST00000312536	CCDS8122.1
ENST00000312541	CCDS4613.1
ENST00000312542	CCDS1450.1
ENST00000312544	CCDS14198.1
ENST00000312547	CCDS12986.1
ENST00000312553	CCDS573.1
ENST00000312561	CCDS8725.1
ENST00000312562	CCDS8121.1
ENST00000312579	CCDS8120.1
ENST00000312580	CCDS7302.1
ENST00000312584	CCDS6038.1
ENST00000312600	CCDS14460.1
ENST00000312637	CCDS4090.1
ENST00000312648	CCDS11807.1
ENST00000312659	CCDS6037.1
ENST00000312665	CCDS7025.1
ENST00000312675	CCDS3291.1
ENST00000312726	CCDS1568.1
ENST00000312734	CCDS4079.1
ENST00000312750	CCDS7483.1
ENST00000312763	CCDS5624.1
ENST00000312777	CCDS9137.1
ENST00000312783	CCDS13451.1
ENST00000312785	CCDS12141.1
ENST00000312791	CCDS2961.1
ENST00000312814	CCDS5757.1
ENST00000312820	CCDS3831.1
ENST00000312828	CCDS11978.1
ENST00000312829	CCDS853.1
ENST00000312838	CCDS10969.1
ENST00000312841	CCDS6023.1
ENST00000312849	CCDS5756.1
ENST00000312858	CCDS9849.1
ENST00000312908	CCDS12500.1
ENST00000312912	CCDS1990.1
ENST00000312916	CCDS4035.1
ENST00000312918	CCDS12863.1
ENST00000312932	CCDS13876.1
ENST00000312938	CCDS2943.1
ENST00000312942	CCDS9424.1
ENST00000312960	CCDS3152.1
ENST00000312962	CCDS12242.1
ENST00000312970	CCDS1060.1
ENST00000312971	CCDS6408.1
ENST00000312988	CCDS2158.1
ENST00000312989	CCDS8160.1
ENST00000313005	CCDS8383.1
ENST00000313009	CCDS13311.1
ENST00000313010	CCDS8262.1
ENST00000313027	CCDS698.1
ENST00000313037	CCDS12200.1
ENST00000313038	CCDS12891.1
ENST00000313040	CCDS12636.1
ENST00000313045	CCDS3083.1
ENST00000313049	CCDS2747.1
ENST00000313056	CCDS11811.1
ENST00000313064	CCDS2485.1
ENST00000313071	CCDS9636.1
ENST00000313074	CCDS8066.1
ENST00000313077	CCDS10009.1
ENST00000313081	CCDS7663.1
ENST00000313105	CCDS7901.1
ENST00000313116	CCDS14279.1
ENST00000313122	CCDS5819.1
ENST00000313135	CCDS11810.1
ENST00000313143	CCDS3253.1
ENST00000313146	CCDS1153.1
ENST00000313149	CCDS244.1
ENST00000313153	CCDS10474.1
ENST00000313163	CCDS6809.1
ENST00000313165	CCDS9396.1
ENST00000313173	CCDS2268.1
ENST00000313182	CCDS10211.1
ENST00000313213	CCDS1709.1
ENST00000313219	CCDS6040.1
ENST00000313221	CCDS5726.1
ENST00000313223	CCDS11757.1
ENST00000313236	CCDS8398.1
ENST00000313237	CCDS14061.1
ENST00000313239	CCDS3699.1
ENST00000313243	CCDS4516.1
ENST00000313248	CCDS4908.1
ENST00000313250	CCDS9605.1
ENST00000313285	CCDS12172.1
ENST00000313288	CCDS3352.1
ENST00000313294	CCDS10819.1
ENST00000313298	CCDS242.1
ENST00000313311	CCDS7140.1
ENST00000313319	CCDS857.1
ENST00000313341	CCDS3698.1
ENST00000313367	CCDS5390.1
ENST00000313368	CCDS4259.1
ENST00000313375	CCDS5553.1
ENST00000313386	CCDS4431.1
ENST00000313400	CCDS6816.1
ENST00000313401	CCDS11273.1
ENST00000313403	CCDS4531.1
ENST00000313407	CCDS4431.1
ENST00000313421	CCDS7999.1
ENST00000313426	CCDS13487.1
ENST00000313432	CCDS9144.1
ENST00000313434	CCDS12970.1
ENST00000313443	CCDS7939.1
ENST00000313454	CCDS14159.1
ENST00000313456	CCDS14373.1
ENST00000313468	CCDS8176.1
ENST00000313480	CCDS6780.1
ENST00000313500	CCDS5186.1
ENST00000313511	CCDS10642.1
ENST00000313519	CCDS7104.1
ENST00000313543	CCDS5903.1
ENST00000313548	CCDS14238.1
ENST00000313578	CCDS8251.1
ENST00000313582	CCDS12524.1
ENST00000313592	CCDS7834.1
ENST00000313597	CCDS2441.1
ENST00000313599	CCDS8577.1
ENST00000313601	CCDS2813.1
ENST00000313608	CCDS11598.1
ENST00000313616	CCDS6197.1
ENST00000313624	CCDS9387.1
ENST00000313630	CCDS5238.1
ENST00000313648	CCDS11222.1
ENST00000313652	CCDS13884.1
ENST00000313655	CCDS6330.1
ENST00000313678	CCDS365.1
ENST00000313695	CCDS1125.1
ENST00000313697	CCDS3945.1
ENST00000313708	CCDS4343.1
ENST00000313728	CCDS2341.1
ENST00000313732	CCDS10950.1
ENST00000313733	CCDS13495.1
ENST00000313735	CCDS11223.1
ENST00000313771	CCDS7398.1
ENST00000313774	CCDS10172.1
ENST00000313777	CCDS12781.1
ENST00000313778	CCDS2783.1
ENST00000313793	CCDS4738.1
ENST00000313806	CCDS13637.1
ENST00000313811	CCDS3151.1
ENST00000313843	CCDS10700.1
ENST00000313851	CCDS9386.1
ENST00000313852	CCDS681.1
ENST00000313857	CCDS6027.1
ENST00000313863	CCDS11603.1
ENST00000313870	CCDS8423.1
ENST00000313871	CCDS14116.1
ENST00000313889	CCDS659.1
ENST00000313897	CCDS14316.1
ENST00000313898	CCDS9014.1
ENST00000313899	CCDS3592.1
ENST00000313919	CCDS14547.1
ENST00000313936	CCDS7117.1
ENST00000313949	CCDS13471.1
ENST00000313961	CCDS1244.1
ENST00000313965	CCDS2487.1
ENST00000314011	CCDS233.1
ENST00000314014	CCDS8764.1
ENST00000314018	CCDS5655.1
ENST00000314028	CCDS11805.1
ENST00000314032	CCDS8229.1
ENST00000314088	CCDS4585.1
ENST00000314103	CCDS13644.1
ENST00000314113	CCDS231.1
ENST00000314118	CCDS3320.1
ENST00000314121	CCDS12703.1
ENST00000314124	CCDS2613.1
ENST00000314126	CCDS11595.1
ENST00000314128	CCDS8917.1
ENST00000314133	CCDS8054.1
ENST00000314134	CCDS7914.1
ENST00000314136	CCDS946.1
ENST00000314138	CCDS7790.1
ENST00000314167	CCDS3340.1
ENST00000314177	CCDS10044.1
ENST00000314188	CCDS6591.1
ENST00000314214	CCDS6122.1
ENST00000314218	CCDS3728.1
ENST00000314222	CCDS7741.1
ENST00000314228	CCDS12623.1
ENST00000314235	CCDS3225.1
ENST00000314250	CCDS8843.1
ENST00000314251	CCDS3215.1
ENST00000314254	CCDS7831.1
ENST00000314261	CCDS2941.1
ENST00000314270	CCDS13136.1
ENST00000314271	CCDS6142.1
ENST00000314274	CCDS475.1
ENST00000314276	CCDS8842.1
ENST00000314278	CCDS13131.1
ENST00000314309	CCDS2980.1
ENST00000314330	CCDS7023.1
ENST00000314332	CCDS4584.1
ENST00000314340	CCDS136.1
ENST00000314341	CCDS1537.1
ENST00000314351	CCDS3983.1
ENST00000314357	CCDS5970.1
ENST00000314391	CCDS12967.1
ENST00000314392	CCDS6886.1
ENST00000314393	CCDS6336.1
ENST00000314395	CCDS1968.1
ENST00000314399	CCDS13626.1
ENST00000314401	CCDS11700.1
ENST00000314403	CCDS8205.1
ENST00000314412	CCDS7022.1
ENST00000314423	CCDS10872.1
ENST00000314425	CCDS14409.1
ENST00000314446	CCDS12886.1
ENST00000314475	CCDS8432.1
ENST00000314481	CCDS5102.1
ENST00000314485	CCDS1195.1
ENST00000314499	CCDS2225.1
ENST00000314520	CCDS10013.1
ENST00000314531	CCDS12099.1
ENST00000314533	CCDS2133.1
ENST00000314557	CCDS2913.1
ENST00000314562	CCDS14739.1
ENST00000314565	CCDS8649.1
ENST00000314568	CCDS7830.1
ENST00000314574	CCDS11824.1
ENST00000314583	CCDS3003.1
ENST00000314586	CCDS10832.1
ENST00000314592	CCDS7266.1
ENST00000314595	CCDS3511.1
ENST00000314606	CCDS12287.1
ENST00000314608	CCDS1301.1
ENST00000314613	CCDS324.1
ENST00000314622	CCDS2927.1
ENST00000314629	CCDS9916.1
ENST00000314636	CCDS2926.1
ENST00000314641	CCDS5051.1
ENST00000314662	CCDS474.1
ENST00000314666	CCDS11136.1
ENST00000314669	CCDS11231.1
ENST00000314672	CCDS11638.1
ENST00000314673	CCDS5004.1
ENST00000314686	CCDS2692.1
ENST00000314690	CCDS1294.1
ENST00000314700	CCDS6666.1
ENST00000314714	CCDS12128.1
ENST00000314727	CCDS6325.1
ENST00000314728	CCDS11203.1
ENST00000314735	CCDS12621.1
ENST00000314737	CCDS12477.1
ENST00000314742	CCDS10385.1
ENST00000314744	CCDS4187.1
ENST00000314752	CCDS10674.1
ENST00000314756	CCDS8360.1
ENST00000314761	CCDS2298.1
ENST00000314779	CCDS14695.1
ENST00000314800	CCDS5332.1
ENST00000314807	CCDS14696.1
ENST00000314809	CCDS1621.1
ENST00000314830	CCDS6877.1
ENST00000314846	CCDS2574.1
ENST00000314852	CCDS10282.1
ENST00000314878	CCDS9464.1
ENST00000314915	CCDS7865.1
ENST00000314922	CCDS6168.1
ENST00000314940	CCDS4193.1
ENST00000314943	CCDS8879.1
ENST00000314950	CCDS7633.1
ENST00000314970	CCDS3837.1
ENST00000314980	CCDS12520.1
ENST00000314989	CCDS6970.1
ENST00000314990	CCDS1095.1
ENST00000314992	CCDS10072.1
ENST00000315005	CCDS11485.1
ENST00000315022	CCDS2278.1
ENST00000315025	CCDS6973.1
ENST00000315033	CCDS8006.1
ENST00000315048	CCDS7031.1
ENST00000315066	CCDS11440.1
ENST00000315073	CCDS4466.1
ENST00000315082	CCDS10417.1
ENST00000315087	CCDS11930.1
ENST00000315089	CCDS611.1
ENST00000315095	CCDS14389.1
ENST00000315127	CCDS10267.1
ENST00000315144	CCDS1079.1
ENST00000315149	CCDS13358.1
ENST00000315170	CCDS2745.1
ENST00000315184	CCDS5804.1
ENST00000315190	CCDS9358.1
ENST00000315204	CCDS7789.1
ENST00000315212	CCDS1647.1
ENST00000315234	CCDS61.1
ENST00000315238	CCDS7069.1
ENST00000315247	CCDS7068.1
ENST00000315249	CCDS11286.1
ENST00000315250	CCDS7391.1
ENST00000315251	CCDS2873.1
ENST00000315269	CCDS7263.1
ENST00000315274	CCDS8322.1
ENST00000315285	CCDS1778.1
ENST00000315302	CCDS3830.1
ENST00000315322	CCDS5719.1
ENST00000315323	CCDS11484.1
ENST00000315330	CCDS8612.1
ENST00000315367	CCDS6267.1
ENST00000315368	CCDS3434.1
ENST00000315390	CCDS693.1
ENST00000315392	CCDS11333.1
ENST00000315396	CCDS12714.1
ENST00000315399	CCDS2087.1
ENST00000315422	CCDS8083.1
ENST00000315423	CCDS3362.1
ENST00000315432	CCDS224.1
ENST00000315436	CCDS9186.1
ENST00000315448	CCDS5338.1
ENST00000315453	CCDS5149.1
ENST00000315467	CCDS10933.1
ENST00000315470	CCDS3302.1
ENST00000315475	CCDS4443.1
ENST00000315486	CCDS10718.1
ENST00000315488	CCDS7253.1
ENST00000315489	CCDS12027.1
ENST00000315491	CCDS10988.1
ENST00000315513	CCDS2176.1
ENST00000315515	CCDS6790.1
ENST00000315531	CCDS610.1
ENST00000315534	CCDS742.1
ENST00000315541	CCDS6221.1
ENST00000315548	CCDS12113.1
ENST00000315568	CCDS1243.1
ENST00000315574	CCDS2782.1
ENST00000315575	CCDS7456.1
ENST00000315579	CCDS8548.1
ENST00000315599	CCDS12186.1
ENST00000315601	CCDS11100.1
ENST00000315608	CCDS8460.1
ENST00000315616	CCDS10061.1
ENST00000315626	CCDS12195.1
ENST00000315646	CCDS303.1
ENST00000315654	CCDS828.1
ENST00000315658	CCDS1973.1
ENST00000315660	CCDS14531.1
ENST00000315677	CCDS11836.1
ENST00000315691	CCDS3130.1
ENST00000315703	CCDS480.1
ENST00000315707	CCDS11135.1
ENST00000315711	CCDS2965.1
ENST00000315717	CCDS2410.1
ENST00000315719	CCDS6506.1
ENST00000315728	CCDS2355.1
ENST00000315732	CCDS408.1
ENST00000315736	CCDS11075.1
ENST00000315745	CCDS7739.1
ENST00000315749	CCDS1059.1
ENST00000315758	CCDS5581.1
ENST00000315759	CCDS9775.1
ENST00000315776	CCDS11225.1
ENST00000315782	CCDS3404.1
ENST00000315792	CCDS6115.1
ENST00000315796	CCDS2246.1
ENST00000315808	CCDS6367.1
ENST00000315843	CCDS2997.1
ENST00000315848	CCDS7662.1
ENST00000315849	CCDS12713.1
ENST00000315856	CCDS6483.1
ENST00000315869	CCDS14315.1
ENST00000315870	CCDS5778.1
ENST00000315877	CCDS2842.1
ENST00000315883	CCDS5779.1
ENST00000315908	CCDS6997.1
ENST00000315930	CCDS14665.1
ENST00000315938	CCDS8249.1
ENST00000315939	CCDS8506.1
ENST00000315962	CCDS6184.1
ENST00000315967	CCDS5853.1
ENST00000315971	CCDS7066.1
ENST00000315987	CCDS843.1
ENST00000315988	CCDS9915.1
ENST00000315998	CCDS7065.1
ENST00000316024	CCDS11119.1
ENST00000316027	CCDS13751.1
ENST00000316052	CCDS6414.1
ENST00000316068	CCDS5121.1
ENST00000316071	CCDS1193.1
ENST00000316076	CCDS4983.1
ENST00000316082	CCDS11415.1
ENST00000316087	CCDS4076.1
ENST00000316099	CCDS13330.1
ENST00000316122	CCDS4074.1
ENST00000316132	CCDS7367.1
ENST00000316144	CCDS7006.1
ENST00000316161	CCDS2707.1
ENST00000316163	CCDS10403.1
ENST00000316166	CCDS14303.1
ENST00000316170	CCDS4512.1
ENST00000316193	CCDS11649.1
ENST00000316199	CCDS11134.1
ENST00000316210	CCDS6496.1
ENST00000316218	CCDS3020.1
ENST00000316219	CCDS12885.1
ENST00000316221	CCDS6111.1
ENST00000316227	CCDS9912.1
ENST00000316249	CCDS12019.1
ENST00000316260	CCDS9013.1
ENST00000316266	CCDS4820.1
ENST00000316273	CCDS12735.1
ENST00000316299	CCDS8777.1
ENST00000316308	CCDS4437.1
ENST00000316310	CCDS14348.1
ENST00000316334	CCDS9323.1
ENST00000316341	CCDS10855.1
ENST00000316352	CCDS13306.1
ENST00000316355	CCDS3581.1
ENST00000316357	CCDS10468.1
ENST00000316361	CCDS827.1
ENST00000316362	CCDS13859.1
ENST00000316375	CCDS7759.1
ENST00000316377	CCDS1837.1
ENST00000316386	CCDS2363.1
ENST00000316398	CCDS8270.1
ENST00000316401	CCDS12827.1
ENST00000316403	CCDS6061.1
ENST00000316409	CCDS8105.1
ENST00000316423	CCDS3455.1
ENST00000316425	CCDS11132.1
ENST00000316431	CCDS14519.1
ENST00000316433	CCDS12506.1
ENST00000316436	CCDS2814.1
ENST00000316448	CCDS12288.1
ENST00000316461	CCDS8033.1
ENST00000316462	CCDS12963.1
ENST00000316470	CCDS1736.1
ENST00000316485	CCDS616.1
ENST00000316495	CCDS5323.1
ENST00000316515	CCDS3208.1
ENST00000316519	CCDS9263.1
ENST00000316534	CCDS2086.1
ENST00000316562	CCDS13073.1
ENST00000316570	CCDS14184.1
ENST00000316573	CCDS11381.1
ENST00000316576	CCDS5631.1
ENST00000316586	CCDS2549.1
ENST00000316607	CCDS3461.1
ENST00000316609	CCDS5991.1
ENST00000316610	CCDS4067.1
ENST00000316615	CCDS11722.1
ENST00000316620	CCDS10039.1
ENST00000316626	CCDS2996.1
ENST00000316629	CCDS7260.1
ENST00000316634	CCDS10217.1
ENST00000316637	CCDS4802.1
ENST00000316642	CCDS706.1
ENST00000316649	CCDS5181.1
ENST00000316660	CCDS11975.1
ENST00000316682	CCDS6395.1
ENST00000316694	CCDS11196.1
ENST00000316701	CCDS1429.1
ENST00000316721	CCDS1100.1
ENST00000316724	CCDS2138.1
ENST00000316737	CCDS12256.1
ENST00000316738	CCDS9887.1
ENST00000316744	CCDS7030.1
ENST00000316752	CCDS1865.1
ENST00000316754	CCDS9757.1
ENST00000316757	CCDS12110.1
ENST00000316763	CCDS12791.1
ENST00000316782	CCDS4479.1
ENST00000316788	CCDS4123.1
ENST00000316793	CCDS2570.1
ENST00000316804	CCDS11721.1
ENST00000316811	CCDS11195.1
ENST00000316824	CCDS9028.1
ENST00000316836	CCDS9818.1
ENST00000316856	CCDS12289.1
ENST00000316859	CCDS10951.1
ENST00000316881	CCDS11591.1
ENST00000316884	CCDS531.1
ENST00000316900	CCDS10254.1
ENST00000316902	CCDS9590.1
ENST00000316924	CCDS8130.1
ENST00000316937	CCDS5687.1
ENST00000316939	CCDS12290.1
ENST00000316948	CCDS6974.1
ENST00000316950	CCDS12503.1
ENST00000316963	CCDS6157.1
ENST00000316981	CCDS6165.1
ENST00000316985	CCDS6105.1
ENST00000316999	CCDS4973.1
ENST00000317003	CCDS14683.1
ENST00000317005	CCDS3633.1
ENST00000317012	CCDS2960.1
ENST00000317018	CCDS12379.1
ENST00000317019	CCDS8489.1
ENST00000317040	CCDS12359.1
ENST00000317058	CCDS10635.1
ENST00000317060	CCDS12291.1
ENST00000317089	CCDS10726.1
ENST00000317091	CCDS10825.1
ENST00000317096	CCDS3248.1
ENST00000317147	CCDS10799.1
ENST00000317155	CCDS12907.1
ENST00000317170	CCDS2017.1
ENST00000317173	CCDS5975.1
ENST00000317178	CCDS12962.1
ENST00000317201	CCDS5404.1
ENST00000317203	CCDS507.1
ENST00000317204	CCDS7723.1
ENST00000317216	CCDS6033.1
ENST00000317220	CCDS2868.1
ENST00000317221	CCDS12211.1
ENST00000317224	CCDS7078.1
ENST00000317256	CCDS11609.1
ENST00000317268	CCDS11610.1
ENST00000317269	CCDS8894.1
ENST00000317271	CCDS5690.1
ENST00000317276	CCDS11131.1
ENST00000317289	CCDS1054.1
ENST00000317292	CCDS12134.1
ENST00000317303	CCDS4605.1
ENST00000317306	CCDS12365.1
ENST00000317310	CCDS11470.1
ENST00000317361	CCDS13747.1
ENST00000317370	CCDS11097.1
ENST00000317376	CCDS7313.1
ENST00000317379	CCDS6825.1
ENST00000317398	CCDS12961.1
ENST00000317402	CCDS1691.1
ENST00000317438	CCDS5988.1
ENST00000317440	CCDS9659.1
ENST00000317446	CCDS7010.1
